Date,Time,CO(GT),NOx(GT),NO2,O3(GT),SO2(GT),PM2.5,PM10,Temperature,Humidity,Pressure,WindSpeed,WindDirection,CO_NOx_Ratio,NOx_NO2_Ratio,Temp_Humidity_Index,AirQualityIndex,CO_MA3,NO2_MA3,O3_MA3,DayOfWeek,Hour
1/3/2024,4:00,9.401039521,247.1586906,192.0930053,117.4154353,31.61223354,116.6322794,157.518165,6.114504788,68.24774551,1022.329212,19.39862889,44.91354817,0.037883177,1.279998155,4.173011667,66.41062297,8.957914096,84.79561884,76.05740999,2,4
1/3/2024,5:00,8.958790769,167.3010171,138.9407027,136.5020619,38.11882271,87.96257773,26.91664896,21.11052205,33.17971945,986.4070471,1.163165501,259.6028157,0.053230758,1.195513627,7.004411992,269.6324332,8.711215081,122.3308318,104.651509,2,5
1/3/2024,6:00,6.01920979,234.0754937,160.4729356,135.165263,42.21035425,150.0956866,54.58576829,27.42581956,49.12679024,999.6238179,8.763493477,285.1007309,0.025605433,1.449626793,13.47342485,374.0509789,8.126346694,163.8355479,129.6942534,2,6
1/3/2024,7:00,9.226554927,5.843918805,80.12936216,92.26745608,38.32884175,193.3357628,284.8206074,9.898363241,28.85911638,1022.962686,10.73638484,141.9425719,1.348139157,0.072032106,2.856580168,76.82372644,8.068185162,126.5143335,121.3115937,2,7
1/3/2024,8:00,0.97607577,245.695747,67.92623277,146.1368763,18.34624222,49.69521118,167.4280518,22.13593817,13.43664574,1022.765823,15.80963557,248.0373142,0.003956597,3.564618827,2.974327594,112.0103338,5.407280162,102.8428435,124.5231984,2,8
1/3/2024,9:00,2.040230338,13.00151887,47.66231735,79.23697681,49.83959365,33.01123619,28.40029806,32.11846485,62.96858655,992.4526265,2.422570341,140.0235445,0.14571493,0.267178375,20.22454334,348.272811,4.080953678,65.23930409,105.8804364,2,9
1/3/2024,10:00,0.54775016,267.0840995,96.64895763,23.17462119,22.29063199,183.0119403,210.99545,-0.759907168,87.79864108,1004.366734,8.816159477,59.06783651,0.002043203,2.735145423,-0.667188167,134.825467,1.188018756,70.74583592,82.84949142,2,10
1/3/2024,11:00,3.320770275,297.5968614,110.813918,102.0350897,2.198770435,135.4458501,27.92283232,26.98017696,12.30204472,1042.385534,5.994231391,142.9805021,0.01112125,2.661536836,3.319113434,84.97043029,1.969583591,85.04173099,68.14889589,2,11
1/3/2024,12:00,3.947905168,88.92617119,126.7231939,171.4619478,18.76823063,90.4072742,224.2735258,9.5415225,27.64267667,1013.19976,6.240214314,200.5154624,0.043901626,0.696241368,2.637532214,444.6960387,2.605475201,111.3953565,98.8905529,2,12
1/3/2024,13:00,2.786355415,63.88524833,52.1665823,142.9458636,7.261364774,116.7856162,227.4891893,0.519248044,51.41665533,1014.257463,15.57575832,14.75795307,0.042942818,1.201605324,0.266979977,80.44767803,3.351676952,96.56789805,138.8143004,2,13
1/3/2024,14:00,8.304501341,229.8436458,189.7821621,104.5874159,6.950688171,150.3947115,198.812903,19.55443934,69.93071352,1028.462029,0.109218901,235.6143806,0.035974572,1.204743899,13.67455896,172.0742895,5.012920641,122.8906461,139.6650758,2,14
1/3/2024,15:00,3.631857934,76.65487594,34.78194114,116.7782132,14.79521697,155.7412202,222.3393179,5.181804367,25.41062743,961.5222896,14.98167283,267.3388688,0.046769219,2.142278297,1.316729002,214.2151462,4.907571563,92.24356185,121.4371642,2,15
1/3/2024,16:00,2.881251646,259.8031526,193.1649818,167.5706028,3.615399215,184.3793653,35.51007649,31.96128067,15.10253461,1002.288429,16.2079686,309.5892928,0.01104761,1.338053598,4.826963474,238.0699928,4.93920364,139.2430283,129.6454107,2,16
1/3/2024,17:00,5.472691223,31.74993506,3.956368379,77.6733602,34.73709723,88.23434383,220.7663602,-3.069684071,56.7143846,1045.943174,18.02724488,36.99740169,0.167105407,6.405886857,-1.74095243,180.6549629,3.995266934,77.3010971,120.6740587,2,17
1/3/2024,18:00,1.495149827,38.66060372,96.74401267,60.31955087,4.625455326,62.21512745,49.63961272,-0.560619668,83.68387418,986.1660392,12.53763606,0.033693789,0.037698615,0.395529124,-0.469148257,456.2692497,3.283030899,97.95512094,101.8545046,2,18
1/3/2024,19:00,8.041750109,293.766315,67.34019979,175.9262401,10.96118822,129.734532,108.4567131,18.44482567,13.17114184,979.4926146,6.669106565,26.37589285,0.027281781,4.298587301,2.429394151,329.3126106,5.003197053,56.01352695,104.6397171,2,19
1/3/2024,20:00,0.838051372,202.4778306,90.37555937,155.5563209,5.55208601,86.06694036,283.3961235,21.50238028,41.44325053,1010.120797,8.544694651,332.6820494,0.004118637,2.215886086,8.911285331,179.7473246,3.458317103,84.81992394,130.600704,2,20
1/3/2024,21:00,9.870180672,254.2192801,114.5622512,58.82480165,4.095218814,120.9466985,155.8338885,27.8448999,69.71632685,972.1119425,19.39472165,275.6000596,0.038673335,2.199847073,19.41244143,178.8598598,6.249994051,90.75933679,130.1024542,2,21
1/3/2024,22:00,7.745223216,97.97448383,87.68224244,84.01672693,14.11983161,86.8972307,290.5536653,6.666732771,21.76678055,1005.594516,17.62373653,300.7568328,0.078254747,1.104781308,1.451133092,251.4762496,6.151151754,97.54001768,99.46594982,2,22
1/3/2024,23:00,2.067285247,203.2686411,83.55452321,75.29898509,29.02304942,34.8341784,35.78751308,32.87921837,31.23520992,965.5652011,9.270518182,186.124967,0.010120424,2.403994883,10.26989288,16.83160208,6.560896379,95.26633896,72.71350456,2,23
1/4/2024,0:00,0.15466896,178.6783064,146.8119597,27.68812648,48.26959227,96.53821657,148.4914139,37.89140529,58.19433794,1007.979346,18.86126014,189.6191548,0.00086081,1.208821714,22.05065244,463.3214194,3.322392474,106.0162418,62.33461283,3,0
1/4/2024,1:00,8.173068142,181.3418859,137.4893787,172.449659,43.90227606,139.7289753,28.09667288,17.45676866,95.79085267,1010.237918,16.45909751,107.4620123,0.044822769,1.309428113,16.72198755,111.6546889,3.465007449,122.6186205,91.81225685,3,1
1/4/2024,2:00,7.097887704,205.0772054,166.8209851,73.37192519,43.92076235,160.8603425,192.7609761,29.22391142,35.86083564,991.8400479,18.02179723,303.3910987,0.034442857,1.221999771,10.47993884,348.7962828,5.141874935,150.3741078,91.16990354,3,2
1/4/2024,3:00,7.317170964,173.0323928,50.74183727,157.6839058,9.627284766,101.198624,32.8250304,18.61817595,53.87746791,988.2746425,13.65954469,298.7170499,0.042044879,3.344148602,10.03100178,388.8613735,7.529375603,118.3507337,134.50183,3,3
1/4/2024,4:00,7.735576432,129.2896484,122.2961734,34.89476475,13.98045248,37.22138859,60.85666274,-1.873983676,45.99377768,974.5458278,17.15308087,141.1816845,0.059372149,1.048610389,-0.861915886,413.6915076,7.383545033,113.2863319,88.65019858,3,4
1/4/2024,5:00,0.833042052,83.50088562,117.4537623,99.0688751,4.743272523,85.86410338,85.06078992,9.675018078,90.76570048,983.0922308,17.83532283,118.5361454,0.009858383,0.704923879,8.78159793,82.82115493,5.295263149,96.830591,97.21584855,3,5
1/4/2024,6:00,3.648810713,230.8058179,74.57782436,5.289087937,39.14494866,158.3273161,227.135717,-1.063098967,16.47008776,999.8345967,1.840331691,265.8143777,0.015740807,3.053882801,-0.175093333,268.3465349,4.072476399,104.77592,46.41757593,3,6
1/4/2024,7:00,1.247103689,68.65545657,97.72545084,137.7954666,4.420998773,85.50755777,57.54901446,39.49956037,60.95328322,974.7658901,19.30433953,9.420529802,0.017903891,0.69541801,24.0762789,41.83718107,1.909652151,96.58567917,80.71780988,3,7
1/4/2024,8:00,8.644723916,208.0139375,63.44264652,104.9835878,28.27808787,140.8235048,255.5232955,5.306166043,86.15077293,1028.283446,6.672261975,309.5816035,0.041359557,3.227892534,4.571303059,402.3961727,4.513546106,78.58197391,82.68938078,3,8
1/4/2024,9:00,6.270651456,70.76651397,29.22703513,112.9805354,13.14590304,103.9066679,48.25214226,23.61551887,98.93058194,1020.903524,8.797990192,160.6492762,0.087375729,2.341166233,23.36297025,243.225767,5.38749302,63.46504416,118.5865299,3,9
1/4/2024,10:00,3.375890446,187.9737208,43.54644092,10.25803798,12.92883607,52.0385094,20.22089023,7.795529588,72.88529478,976.9305867,15.83807518,158.8839288,0.017864338,4.219724784,5.681794719,79.24452946,6.097088606,45.40537419,76.07405373,3,10
1/4/2024,11:00,0.729227668,224.3764019,21.99721563,38.77586111,49.54552771,160.2493491,124.5631715,24.39607969,44.19419281,959.7435163,13.29792611,240.8680251,0.003235599,9.756676871,10.7816505,359.3394728,3.458589856,31.59023056,54.00481151,3,11
1/4/2024,12:00,3.178724985,66.39545278,136.9308455,14.30522615,38.08221054,21.42162354,294.0380762,4.468076089,47.06419173,950.0180039,17.86119825,232.4697697,0.047165274,0.481367692,2.102863897,165.5849244,2.4279477,67.49150067,21.11304175,3,12
1/4/2024,13:00,3.319314888,18.92304696,132.4847512,52.71566253,42.01002856,107.3536051,41.99924606,30.33715297,41.65139978,1009.671885,8.011475016,95.75066378,0.166606789,0.141761863,12.63584886,57.25330188,2.40908918,97.13760411,35.26558326,3,13
1/4/2024,14:00,7.323101166,40.16114916,190.1706679,113.3115824,29.02715158,45.73375168,39.49834877,-0.013477872,64.32517898,971.1363746,7.465763274,339.5802976,0.177912943,0.21008008,-0.008669666,230.5369125,4.607047013,153.1954215,60.11082369,3,14
1/4/2024,15:00,6.411818966,182.1930932,146.2060043,102.3472912,43.67970008,18.07779757,227.8382881,35.281768,76.54651936,951.258247,0.633776991,355.0787926,0.035000331,1.237674333,27.00696538,117.6232994,5.684745007,156.2871412,89.4581787,3,15
1/4/2024,16:00,8.883406152,254.9844755,11.35712191,110.5748181,32.62903642,103.0721177,100.5268913,32.81897616,83.75208072,985.9085271,9.254507533,189.3560451,0.03470291,20.6346168,27.48657541,475.1109179,7.539442094,115.9112647,108.7445639,3,16
1/4/2024,17:00,4.774927759,14.45404955,176.9647896,99.31597758,47.36251154,102.4146204,218.011669,25.54633046,47.49337987,1046.199846,14.48141541,202.0970873,0.308975828,0.081218592,12.13281577,180.6808289,6.690050959,111.5093053,104.0793623,3,17
1/4/2024,18:00,1.283983035,220.5112265,172.6723574,49.87215443,14.78559072,142.8456758,68.00307094,-1.966341779,74.5037652,1018.994281,6.023574353,199.5544668,0.005796469,1.269696742,-1.464998662,286.2264526,4.980772315,120.331423,86.58765002,3,18
1/4/2024,19:00,7.161123394,103.0542751,89.22074383,44.76684202,30.17065774,150.2263851,143.4208783,4.385606275,92.46003328,1035.77637,9.254530273,174.8834669,0.06882104,1.142245904,4.054933021,474.1804992,4.406678062,146.2859636,64.65165801,3,19
1/4/2024,20:00,7.631771981,144.0799826,117.5867471,25.53368335,34.81643605,146.9193403,86.93406455,33.67127181,92.8742315,964.4739098,4.38795537,340.2673393,0.052603894,1.214975418,31.27193493,196.8605933,5.35895947,126.4932828,40.05755993,3,20
1/4/2024,21:00,5.656644256,278.7290054,195.2395882,152.9836866,20.25392795,84.86395292,140.9431823,0.488849544,73.36261024,957.3288155,15.45575612,88.11088163,0.020221872,1.420350542,0.358632785,179.0634369,6.81651321,134.015693,74.42807066,3,21
1/4/2024,22:00,7.732575082,100.2594799,106.9285684,111.3498052,44.10569114,128.1795085,233.0381568,2.016944334,67.32119735,951.1529764,1.210231227,38.86494345,0.076363962,0.928942924,1.357831076,81.2028202,7.006997106,139.9183012,96.62239171,3,22
1/4/2024,23:00,4.988576404,140.1357432,181.1590438,34.38547124,49.01035499,117.5043223,230.9828827,19.48014957,57.8373468,1045.566229,14.1076611,334.6370224,0.035345946,0.769304341,11.26680166,469.1517823,6.125931914,161.1090668,99.57298767,3,23
1/5/2024,0:00,5.275055011,5.091042013,17.5247128,32.72047899,25.19470508,87.20454244,159.5739634,7.337984785,26.48779014,980.0202735,7.578800235,76.69379312,0.866034908,0.274824342,1.94367001,400.3723892,5.998735499,101.870775,59.4852518,4,0
1/5/2024,1:00,4.332656082,25.39801728,39.01932187,157.2733727,20.14139209,121.4564754,279.2278347,4.993406497,21.12666873,995.9504942,0.831921388,269.6959273,0.164128087,0.634643869,1.054940449,110.5054945,4.865429166,79.23435951,74.79310763,4,1
1/5/2024,2:00,0.351649355,78.31888575,88.71023374,133.9488246,24.1249585,189.713336,86.49738971,20.91160443,53.71399061,989.4523624,17.06939175,73.39439132,0.004433362,0.873020641,11.23245724,166.3372139,3.319786816,48.41808947,107.9808921,4,2
1/5/2024,3:00,1.168125127,9.327820006,117.3666049,119.0324353,42.78410054,42.61428002,79.69029182,11.76595044,24.34997406,1023.045694,9.754437264,345.6669656,0.113104714,0.078804491,2.86500588,457.455889,1.950810188,81.69872016,136.7515442,4,3
1/5/2024,4:00,0.411148938,189.7812225,163.4293425,73.82867525,32.62795285,181.6255587,188.0038563,1.325195355,61.92999331,980.9964882,11.98637939,284.8038373,0.002155081,1.154180997,0.820693394,268.6397979,0.64364114,123.168727,108.9366451,4,4
1/5/2024,5:00,6.400463072,128.4931087,197.6641609,47.89362601,3.193846253,15.42382523,190.1761399,19.06841954,68.11324573,1003.545288,14.64061383,330.738542,0.049427056,0.646785551,12.98811946,278.1671433,2.659912379,159.4867028,80.25157885,4,5
1/5/2024,6:00,3.212124213,164.8954156,78.3814478,176.3216866,27.56632561,65.13589652,23.49661147,12.41555815,57.30540378,1049.558226,13.10148866,342.3545352,0.019362345,2.077253819,7.114785728,324.072241,3.341245407,146.4916504,99.34799595,4,6
1/5/2024,7:00,5.134849843,53.21950858,10.43571159,143.7058839,1.847706014,61.18832348,186.2555366,28.05325484,13.27840413,994.4063551,14.61713742,30.39277834,0.094704839,4.653799473,3.725024548,381.081909,4.915812376,95.49377343,122.6403988,4,7
1/5/2024,8:00,9.084908092,89.4836768,160.4331292,55.01848094,39.14823318,127.141196,118.5864856,-0.376005096,15.19551629,1005.127154,15.24563369,156.0199881,0.100403834,0.554308011,-0.057135916,469.6427728,5.810627382,83.08342952,125.0153505,4,8
1/5/2024,9:00,2.567993069,199.483518,121.2717631,152.7140985,17.0873014,30.5888656,226.7583323,22.92759598,20.20070662,1000.252806,11.78303061,233.3161213,0.012808998,1.631476581,4.631536399,401.1125367,5.595917001,97.38020128,117.1461545,4,9
